Lost Art ID;Hersteller/Künstler/Autor:in;Titel;Datierung;Beschreibung;namen_neu;Q_Nummer;datum_neu;datum_alt;spalte
578989;Hamilton, Johann Georg de [Künstler:in];"Gesatteltes grauweisses Pferd ""Bouffon""";1705 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Johann Georg de Hamilton;Q12059431;1705;0;1
581554;Blechen, Karl [Künstler:in];Stehender Pifferaro;1828-12-13 [Datierung];"Stehender Pifferaro. Rechts oben bezeichnet: ""Rom 13. Dez. 28"" Ausgestellt in der Kunsthalle Bern Mai/Juni 1940";Karl Blechen;;1828;0;1
583673;Techmeier, W. [Künstler:in];Oberbayrisches Bauerngehöft;;bezeichnet;W Techmeier;;0;0;1
586426;"Leitner, Thomas (?) [Künstler:in]
Leitner, ? [Künstler:in]";Schloss in Böhmen;;signiert;;;0;0;1
586488;Tintoretto, Jacopo [Künstler:in];Jong student, Studeerende jongeman / Junger Student;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Jacopo Tintoretto;Q9319;0;0;1
310628;Daubigny, Charles-Francois [Künstler:in];La Ferme (Der Bauernhof);;;Charles-Francois Daubigny;;0;0;1
585183;Murillo, Bartolomé Esteban [Künstler:in];Johannes als Kind / H. Johannes als Kind;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Bartolomé Esteban Murillo;Q192062;0;0;1
308734;Rotari, Pietro Antonio (Conte) [Künstler:in];Damenbildnis;;Eine vornehme Dame in hellgelbem, mit Spitzen und braunen Pelzwerk verziertem Kostüm mit einer gelben Schleife um den Hals sitzt in einem Lehnstuhl und blickt den Beschauer an. In den Händen hält sie ein Buch. Grauer Architekturhintergrund. Goldener Rahmen. Gutachten: Posse. 4.4.1929. Gegenstück zum nächsten Bild.;Pietro Antonio Conte Rotari;;0;0;1
578984;Hamilton, Johann Georg de [Künstler:in];Ende der Hetzjagd - nach dem Zusammenstoß;1711 [Datierung];"Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.; The Hamilton Brothers- aristocratic hunting paintings in the 18th Century“, Ludmila Ourodová-Hronková (ISBN 978-80-85033-73-1), mit Abb.";Johann Georg de Hamilton;Q12059431;1711;0;1
580676;Kardorf, Konrad [Künstler:in];Glockenblumen;;;Konrad Kardorf;;0;0;1
308751;Borch, Gerard ter (der Jüngere) [Künstler:in];Musikszene;;"An einem Tisch mit dunkelroter Decke, auf dem ein Notenbuch steht und eine Baßgeige liegt, sitzt eine im Profil gesehene junge Dame in roter, mit weißem Pelz besetzter Samtjacke und weißem Atlasgewand, die die Laute spielt. Hinter ihr steht ein schwarz gekleideter, lockiger Herr, der mit der rechten Hand den Takt schlägt. Links vorn auf einem Stuhl ein schlafender Hund. Bezeichnet mit Monogramm G.T. links unten auf einer Fußbank. Goldrahmen. Veränderte Wiederholung dieses Bildes im Museum in Chicago, wo der Herr statt mit der Hand mit dem Fiedelbogen den Takt schlägt, und in Bosten. Sammlung Max Kann in Paris. Gutachten: Martin (""...eigenhändig. Das Bild ist eine mehrfach von Terborch gemalte Komposition, deren Exemplare jedes für sich Abweichungen aufweisen. Dieses Auftreten von Wiederholungen kommt mehreren Kompositionen des Meisters vor und beweist deren Popularität."")";Gerard ter Borch the Younger;Q346808;0;0;1
585267;Robert, Hubert [Künstler:in];Gevangenis (Prison du Châtelet) / Gefängnis von Chatelet;;Auf der Rückseite Aufkleber mit Inventarnummer und Siegel.;Hubert Robert;Q548205;0;0;1
583678;Tutt, Ale [Künstler:in];Dreimastbark auf hoher See;;bezeichnet;Ale Tutt;;0;0;1
595986;Heda, Gerrit Willemsz. [Künstler:in];Stilleven / Stillleben;;"auf einer Tischplatte befinden sich von links nach rechts ein großer bauchiger Zinnkrug, ein Zinnteller mit Zitrone, eine Konfektschale, ein Bierglas, eine Laterne und ein Zinnteller mit Rauchutensilien; Ein Zinnbierkrug, aus dem ein Glas eingeschenkt wurde, steht auf einem Tisch neben einer fein gearbeiteten Kupferlaterne. Vor dem Bierkrug, der sich in dem glänzend geschliffenen Zinn spiegelt, ein Kelch auf einem Zinnteller, daneben eine halb geschälte Zitrone und ein Messer. Auf einem anderen Zinnteller einige Pfeifen, darauf ein eingerolltes Blatt Papier. Dieses sehr schöne, ruhige Leben ist in den feinen Farben des gelben Kupfers und des bläulich glänzenden Zinns gehalten; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Gerrit Willemsz Heda;;0;0;1
580671;Trübner, Wilhelm [Künstler:in];Starnberger See;;;Wilhelm Trübner;Q461271;0;0;1
584352;Bonvin, François [Künstler:in];Stilleven / Stillleben;;"Signiert; Auf der Rückseite Aufkleber mit Inventarnummer und Siegel (sh. PDF ""GoudstikkerArtResearchProject.PDF"").";François Bonvin;Q1357683;0;0;1
452429;Menzel, Adolph [Künstler:in];Pferdekopf;1848 [Datierung];"bez. links oben A. Menzel 48;nicht bei Tschudi aufgeführt";Adolph Menzel;Q50116396;1848;0;1
594441;Tischbein, Johann Heinrich [Künstler:in];Familienbild des Dresdner Akademiedirektors Seidelmann mit Frau und Tochter;;;Johann Heinrich Tischbein;Q213789;0;0;1
257583;Schmidt-Rottluff, Karl [Künstler:in];Dorfstraße;1913 [Datierung];bez. Mitte unten : S. Rottluff 1913Literatur: Grohmann, 1956, WV-Nr. 1913/18;Karl Schmidt-Rottluff;Q161143;1913;0;1
579027;Hamilton, Johann Georg de [Künstler:in];Hirsch;1723 [Datierung];"Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.; The Hamilton Brothers- aristocratic hunting paintings in the 18th Century“, Ludmila Ourodová-Hronková (ISBN 978-80-85033-73-1), mit Abb.";Johann Georg de Hamilton;Q12059431;1723;0;1
578996;Hamilton, Johann Georg de [Künstler:in];"Gesatteltes braunes Pferd ""Ricodón""";1706 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Johann Georg de Hamilton;Q12059431;1706;0;1
406457;Verboekhoven, ? [Künstler:in];Pferde im Stall;;;Verboekhoven (?);Q2773400;0;0;1
580663;Orlik, Emil [Künstler:in];Landschaft (?);;;Emil Orlik;Q80056192;0;0;1
527255;Wouwerman, Philips [Künstler:in];Reiterkampf an der Furt eines Flusses;;;Philips Wouwerman;Q454671;0;0;1
585175;Moreelse, Paulus [Künstler:in];Margaretha Ooyjen, vrouw van A. Taets van Amerongen / Margaretha Ooyjen, Ehefrau van A. Taets van Amerongen;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Paulus Moreelse;Q59620;0;0;1
577865;Schmidt-Rottluff, Karl [Künstler:in];Haus am Kanal;;;Karl Schmidt-Rottluff;Q161143;0;0;1
400516;Plontke, Paul [Künstler:in];Magd mit zwei Kühen;1920 (um) [Datierung];;Paul Plontke;;0;1920;1
594440;Tischbein, Johann Friedrich August [Künstler:in];Bildnis der Töchter des Künstlers Caroline und Betty;;;Johann Friedrich August Tischbein;Q213795;0;0;1
405734;Liebermann, Max [Künstler:in];Bildnis der Eltern des Künstlers;1891 [Datierung];"bez. unten rechts: ""Seinen Eltern zur Goldenen Hochzeit 1891 / Max Liebermann""";Max Liebermann;Q158062;1891;0;1
581553;Blechen, Karl [Künstler:in];Pifferaro;;Pifferaro neben zwei albanischen Mädchen. Im Hintergrund die Engelsburg und die Kuppel der St. Peterskirche.;Karl Blechen;;0;0;1
317401;Ruisdael, Jacob Isaackszoon van [Künstler:in];Beschneite Landschaft / Winterlandschaft;;"vor einem schwarzgrauen Himmel mit großen jagenden Wolken steht links ein Gehöft mit einem Turm, vor dem sich beschneite Wege halb getaut hinziehen, auf denen ein paar Menschen einhergehen, rechts am Wege ein Baum vom Sturm gebeugt; bez. unten links „Ruisdael“";Jacob Isaackszoon van Ruisdael;;0;0;1
583601;Gerhardinger, C. [Künstler:in];Winterlandschaft mit Bauerngehöft;;bezeichnet;C Gerhardinger;;0;0;1
305987;Uhde, Fritz von [Künstler:in];Erscheinung Christi;;Christus erscheint den Gläubigen in Begleitung zweier Jünger, bez. F. Uhde;Fritz von Uhde;;0;0;1
584855;Gedlek, Ludwig [Künstler:in];Pferde mit Reiter und Frau am Brunnen / Paarden met ruiter en vrouw bij waterput;1865-1904 [Datierung];;Ludwig Gedlek;Q1113498;1865;0;1
527246;Firle, Walter [Künstler:in];Fünf friesische Mädchen in einem Innenraum bei der Handarbeit, ein sechstes liest aus einem Buch vor;;signiert;Walter Firle;;0;0;1
578994;Hamilton, Johann Georg de [Künstler:in];"Gesatteltes braunes Pferd ""Mignon""";1705 [Datierung];"Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.; The Hamilton Brothers- aristocratic hunting paintings in the 18th Century“, Ludmila Ourodová-Hronková (ISBN 978-80-85033-73-1), mit Abb.";Johann Georg de Hamilton;Q12059431;1705;0;1
583908;Asselijn, Jan [Künstler:in];Italiaansche herders / Italienische Landschaft;;"Signiert links am ""Berg""; auf der Rückseite Aufkleber mit Inventarnummer und Siegel (siehe PDF ""GoudstikkerArtResearchProject.PDF"")";Jan Asselijn;Q541976;0;0;1
584737;Duynen, Isaac van [Künstler:in];Stilleven (Visschen) / Stillleben (Fische);;;Isaac van Duynen;Q6077442;0;0;1
417656;Lissitzkij, El [Künstler:in];Proun S.K.;1922 [Datierung];;El Lissitzkij;;1922;0;1
591194;;Bosporus mit seinem Schloss und Schiffen;;auf einer Seite wird ein Sultan mit schwarzen Sklaven und Händlern gezeigt, sowie viele Säulen;;Q85221364;0;0;1
581588;Menzel, Adolph [Künstler:in];Schlafender alter Mann;;Brustbild, im Profil, nach links. Links unten voll bezeichnet: A. Menzel. Rückseitig Echtheitsbestätigung von Dr. O. Krigar-Menzel. Stammt aus dem Nachlass der Schwester Menzels.;Adolph Menzel;Q50116396;0;0;1
578967;Stampart, Franz [Künstler:in];Portrait des Fürsten Adam Franz zu Schwarzenberg;1731 [Datierung];Literatur: Hradní Muzeum Český Krumlov (ISBN 978-80-85033-29-8), mit Abb.;Franz Stampart;;1731;0;1
573881;Monogrammiert PP. [Künstler:in];Eisvergnügen;1830 [Datierung];Eisvergnügen in einer oberitatlienischen Stadt. Eisfläche inmitten verschneiter Häuser und Straßen. Eine Menge von Menschen drängt sich am Ufer und auf dem Eise bei allerlei Belustigung. In der Mitte auf einem Kinderschlitten das Monogramm und Datum. Quelle: Lempertz Auktion, Gemälde Alter Meister, Porzellan / Fayence, Katalog 403, Lot 82;Monogrammiert PP;;1830;0;1
586838;Bassano, Francesco [Künstler:in];Zwei Diener decken Obst auf einen Tisch;;;Francesco Bassano;;0;0;1
573876;Tiepolo, Giovanni Battista [Künstler:in];Madonna mit dem Jesuskind;;Lebensgroße Halbfigur in rotem Kleid, blauem Mantel und chamoisfarbenem Kopftuch. Sie legt dem nackten, strampelnden Kind, das sie hochhebt, eine weiße Binde um die Brust. Dieses hält einen Pfirsich in der Linken, ein kleines Rohrkreuz in der Rechten.Quelle: Lempertz Auktion, Gemälde Alter Meister, Porzellan / Fayence, Katalog 403, Lot 49;Giovanni Battista Tiepolo;;0;0;1
530017;Michel, Georges [Künstler:in];Die Ebene bei St. Denis;;Flachlandschaft mit Windmühle bei heraufziehendem Gewitter;Georges Michel;Q1918611;0;0;1
578972;Adolf, Josef Frantisek [Künstler:in];Steigendes braunes Pferd;1700/1750 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Josef Frantisek Adolf;;1700;0;1
307997;Crayer, Jasper de [Künstler:in];Madonna mit Stiftern;;Getragen von einer Schar Cherubim erscheint rechts auf einer Wolke die Muttergottes in rotblauem Gewand mit dem segnenden Kinde, dem von Franziskus acht links unten kniende Stifter in Ordenstracht empfohlen werden. Mitte oben vor einem Architekturrest jubilierenden Engel mit rotem Tuch. Goldrahmen. Ehemals New York, Privatbesitz.;Jasper de Crayer;;0;0;1
306019;Bonheur, Rosa [Künstler:in];Kopf eines Pferdes, Fuchs;;bezeichnet;Rosa Bonheur;Q241732;0;0;1
581570;Friedrich, Caspar David [Künstler:in];Mondnacht am Meeresstrand;um 1808 [Datierung];Mondnacht am Meeresstrand. Im Vordergrund aufgehängte Fischernetze, in der Ferne drei Segelboote. Um 1808 entstanden. Abgebildet bei K. K. Eberlein: C. D. Friedrich, Tafel 74;Caspar David Friedrich;Q104884;0;1808;1
257538;Felixmüller, Conrad [Künstler:in];Selbstbildnis (mit Sportmütze vor Staffelei);1934 [Datierung];"bez. o. r.: C Fm; lt. Grisebach-Katalog 1997: ""Rückseitig aus dem Keilrahmen links mit Feder in Schwarz signiert, bezeichnet und datiert: Conrad Felixmüller Berlin 1934. Gerahmt.""";Conrad Felixmüller;Q693095;1934;0;1
584757;Gérard, Francois (Baron) [Künstler:in];Dame in het blauw / Dame in Blau;;Auf einem rotbezogenen Sofa in elegantem Interieur eine junge Dame in halbliegender Stellung, langes blaues Empirekleid, weißer Halskragen;Francois Baron Gérard;;0;0;1
583921;Berchem, Claes [Künstler:in];Plundering v. d. dorp / Landschaft mit Überfall (Gefecht);;"auf der Rückseite Aufkleber mit Inventarnummer und Siegel (siehe PDF ""GoudstikkerArtResearchProject.PDF"")";Claes Berchem;;0;0;1
585633;"Steen, Jan (1626) [Künstler:in]
Heemskerk, Egbert van [Künstler:in]";Vrouw met medicijnflesen (Zieke Vrouw) / Die kranke Frau;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;;;0;0;1
576187;"Lippi, Filippino (?) [Künstler:in]
Lippi, Fra Filippo (?) [Künstler:in]";Die zehn Gebote;;"Szene aus der Bibel; signiertQuelle: WGA Akte";;;0;0;1
586955;Vincent, George [Künstler:in];Norwich und London;;Landschaft in Herbststimmung mit weiter Fernsicht, im Vordergrund rechts vor einer Baumpartie rastender Bauer. G. R.;George Vincent;Q1837707;0;0;1
585163;Metsu, Gabriel [Künstler:in];De Keukenmeid / Die Küchenmagd;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Gabriel Metsu;Q355213;0;0;1
576185;Rijn, Rembrandt Harmensz. van [Künstler:in];Diana auf der Jagd;;Quelle: WGA Akte;Rembrandt Harmensz van Rijn;;0;0;1
573916;Munch, Edvard [Künstler:in];Drei Herren mit der Lampe;1887 [Datierung];"Literatur: Hartlaub, Gustav Friedrich, Städtische Kunsthalle (Hrsg.): Edvard Munch. Gemälde und Graphik. Ausstellung vom 07.11.1926- 09.01.1927. Mannheim 1926; Gerd Woll: Edvard Munch. Complete Paintings, Catalogue Raisonné. London 2009.";Edvard Munch;Q41406;1887;0;1
583652;Ruysch, Rachel (zugeschrieben) [Künstler:in];Blumenstilleben;;Ein reicher Blumenkranz mit Vögeln und Schmetterlingen auf goldbraunem Grund, unbezeichnet;Rachel Ruysch (?);Q234385;0;0;1
586519;Wouwerman, Philips [Künstler:in];Landschap / Landschaft mit Personengruppe;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Philips Wouwerman;Q454671;0;0;1
582653;Pissarro, Camille Jacob [Künstler:in];Frau bei einem Teich (Femme près d'un étang);;bezeichnet;Camille Jacob Pissarro;;0;0;1
308016;Metsu, Gabriel [Künstler:in];Mann sich die Hände wärmend;;Vor einem Faß mit Deckplatte gebildeten Tisch, bedeckt mit Speisen, rechts ein auf einem Stuhl sitzender Mann, der sich die Hände über einer Schale wärmt. Er trägt braunes Wams und Schlapphut. Goldrahmen. Links oben voll bezeichnet. Versteigerung N: C: Haffelaar, Amsterdam, 26. April 1742, Nr. 6.;Gabriel Metsu;Q355213;0;0;1
583693;Weisgerber, Carl [Künstler:in];Hahnenkampf auf dem Geflügelhof;;bezeichnet;Carl Weisgerber;Q15444812;0;0;1
306022;Liebermann, Max [Künstler:in];Am Nordseestrand;1900 [Datierung];spielende Kinder und Badende, bez. M. Liebermann 1900;Max Liebermann;Q158062;1900;0;1
596002;Lingelbach, Johannes [Künstler:in];De Tarantella (Doedelzakspeler) / Tarantella tanzendes Bauernpaar;;"Tarantella tanzendes Bauernpaar. Ein ältere Mann bläst den Dudelsack dazu. Italienisches Straßenmotiv mit Durchblick durch einen Torweg; monogrammiert unten rechts: JL; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Johannes Lingelbach;Q629856;0;0;1
595944;Bonington, Richard Parkes [Künstler:in];Mansportretje / Herrenporträt;1801/1920 [Datierung];"Gelehrter mit Puderperücke und rotem Rock an einem Schreibtisch sitzend; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Richard Parkes Bonington;Q380395;1801;0;1
592013;Klimt, Gustav [Künstler:in];Gartenweg mit Hühnern (Garten mit Malven und Hühnern);1916 [Datierung];"nach Weidinger, Nr. 231: Gartenweg mit Hühnern, Datierung: 1916, Format: 110 x 110 cm, Technik: Öl auf Leinwand, bez. M. u.: ""GUSTAV / KLIMT"", Provenienz: August und Serena Lederer, Wien; Erich Lederer, Genf;Ausstellungen: Wien (Secession) 1936, Nr. 3 od. 7 (Leihgabe Sammlung Lederer); Wien (Ausstellungshaus Friedrichstraße, ehemalige Secession) 1943, Nr. 61; Wien (Österreichische Galerie) 1959";Gustav Klimt;Q34661;1916;0;1
579038;Streer, Anton [Künstler:in];Freistadt, Österreich;1742 [Datierung];Literatur: Hradní Muzeum Český Krumlov (ISBN 978-80-85033-29-8), mit Abb.;Anton Streer;;1742;0;1
587157;Kohnert, H. [Künstler:in];Bauernhof, in dem ein paar Kinder spielen / Boerenhof waarin een paar kinderen spelen;;signiert;H Kohnert;;0;0;1
578993;Hamilton, Johann Georg de [Künstler:in];"Gesatteltes braunes Pferd ""Amy""";1705 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Johann Georg de Hamilton;Q12059431;1705;0;1
581593;Steffeck, Carl Constantin Heinrich [Künstler:in];Reitpferd und Hund;;Reitpferd mit Hund vor Gartenzaun. Rechts unten voll bezeichnet.;Carl Constantin Heinrich Steffeck;Q896573;0;0;1
587159;Monogrammist R.v.S. [Künstler:in];Straßenecke, an der ein paar Damen und Mädchen auf eine vorbeiziehende deutsche Armee blicken / Straathoek waar eenige dames en meisjes naar een voorbijtrekkend Duitsch leger kijken;;"bezeichnet: ""'90""";Monogrammist RvS;;0;0;1
448977;Thaulow, Frits [Künstler:in];Mädchen am Hoftor;;"Winterbild.Quelle: PL - AP Wrocław, RW, I/9971; I/16886; vgl. Lepke, Berlin 24.10.1905, Lot 116.";Frits Thaulow;Q445891;0;0;1
578992;Hamilton, Johann Georg de [Künstler:in];Gesatteltes braunes Pferd;1705 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Johann Georg de Hamilton;Q12059431;1705;0;1
583023;Utrillo, Maurice [Künstler:in];Häuser und Straßenecke in Montmartre (Maisons et coin de rue à Montmartre);;signiert;Maurice Utrillo;Q108301;0;0;1
306024;Schreyer, Adolf [Künstler:in];Brennender Posthof;1865 (um) [Datierung];"im wallachichen Posthof ist Feuer ausgebrochen, die aufgeregten Pferde versuchen die Holzumzäunung zu durchbrechen, bez. links unten Ad. Schreyer; zur Maßangabe Höhe: 117 oder 135 cm";Adolf Schreyer;Q364184;0;1865;1
583578;Backhuysen, Ludolf [Künstler:in];Marine (Segelboote kreuzen bei bewegter See vor einer Hafeneinfahrt);;Monogrammiert L.B.;Ludolf Backhuysen;Q11763549;0;0;1
406454;Irgante [Künstler:in];Hafenszene;;;Irgante;;0;0;1
534376;Buchholz, W. [Künstler:in];Flachlandschaft mit Jägern;1883 [Datierung];Quelle: PL - AP Wrocław, RW, I/16886.;W Buchholz;;1883;0;1
583691;Weisgerber, Carl [Künstler:in];Geflügelstillleben - Rebhühner und Fasan;;bezeichnet;Carl Weisgerber;Q15444812;0;0;1
583583;Both (Both, Johann und Andreas zugeschrieben) [Künstler:in];Landschaft;;mit reicher Figurenstaffage unbezeichnet;Johann und Andreas Both Both (?);;0;0;1
579030;Hamilton, Philipp Ferdinand de [Künstler:in];Stilleben mit Jagdbeute und einem Hund;1730 [Datierung];Literatur: The Hamilton Brothers- aristocratic hunting paintings in the 18th Century, Ludmila Ourodová-Hronková (ISBN 978-80-85033-73-1), mit Abb.;Philipp Ferdinand de Hamilton;Q3379112;1730;0;1
584924;Lucas Velázquez, Eugenio [Künstler:in];Bergmeer / Bergsee;1856 [Datierung];"signiert; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Eugenio Lucas Velázquez;;1856;0;1
